Leaf,Variable,Variable_level,Coverage_number,Classification,Coverage_rate,Probability_Readmission
1607,LOS,57,15,2,8.89E-05,0.666666667
1607,LOS,246,15,2,8.89E-05,0.666666667
1607,LOS,1312,15,2,8.89E-05,0.666666667
1607,LOS,1286,15,2,8.89E-05,0.666666667
1607,LOS,40,15,2,8.89E-05,0.666666667
1607,LOS,159,15,2,8.89E-05,0.666666667
1607,LOS,2,15,2,8.89E-05,0.666666667
1607,LOS,224,15,2,8.89E-05,0.666666667
1607,LOS,37,15,2,8.89E-05,0.666666667
1607,LOS,9,15,2,8.89E-05,0.666666667
1607,LOS,47,15,2,8.89E-05,0.666666667
1607,LOS,59,15,2,8.89E-05,0.666666667
1607,LOS,573,15,2,8.89E-05,0.666666667
1607,LOS,3,15,2,8.89E-05,0.666666667
1607,LOS,102,15,2,8.89E-05,0.666666667
1607,LOS,2273,15,2,8.89E-05,0.666666667
1607,LOS,977,15,2,8.89E-05,0.666666667
1607,LOS,272,15,2,8.89E-05,0.666666667
1607,LOS,240,15,2,8.89E-05,0.666666667
1607,LOS,151,15,2,8.89E-05,0.666666667
1607,LOS,87,15,2,8.89E-05,0.666666667
1607,LOS,538,15,2,8.89E-05,0.666666667
1607,LOS,1118,15,2,8.89E-05,0.666666667
1607,LOS,100,15,2,8.89E-05,0.666666667
1607,LOS,1157,15,2,8.89E-05,0.666666667
1607,LOS,1100,15,2,8.89E-05,0.666666667
1607,LOS,29,15,2,8.89E-05,0.666666667
1607,LOS,274,15,2,8.89E-05,0.666666667
1607,LOS,66,15,2,8.89E-05,0.666666667
1607,LOS,93,15,2,8.89E-05,0.666666667
1607,LOS,2565,15,2,8.89E-05,0.666666667
1607,LOS,18,15,2,8.89E-05,0.666666667
1607,LOS,2354,15,2,8.89E-05,0.666666667
1607,LOS,31,15,2,8.89E-05,0.666666667
1607,LOS,134,15,2,8.89E-05,0.666666667
1607,LOS,50,15,2,8.89E-05,0.666666667
1607,LOS,89,15,2,8.89E-05,0.666666667
1607,LOS,35,15,2,8.89E-05,0.666666667
1607,LOS,33,15,2,8.89E-05,0.666666667
1607,LOS,97,15,2,8.89E-05,0.666666667
1607,LOS,21,15,2,8.89E-05,0.666666667
1607,LOS,8,15,2,8.89E-05,0.666666667
1607,LOS,962,15,2,8.89E-05,0.666666667
1607,LOS,232,15,2,8.89E-05,0.666666667
1607,LOS,48,15,2,8.89E-05,0.666666667
1607,LOS,95,15,2,8.89E-05,0.666666667
1607,LOS,69,15,2,8.89E-05,0.666666667
1607,LOS,10,15,2,8.89E-05,0.666666667
1607,LOS,79,15,2,8.89E-05,0.666666667
1607,LOS,1263,15,2,8.89E-05,0.666666667
1607,LOS,20,15,2,8.89E-05,0.666666667
1607,LOS,11,15,2,8.89E-05,0.666666667
1607,LOS,76,15,2,8.89E-05,0.666666667
1607,LOS,14,15,2,8.89E-05,0.666666667
1607,LOS,71,15,2,8.89E-05,0.666666667
1607,LOS,75,15,2,8.89E-05,0.666666667
1607,LOS,72,15,2,8.89E-05,0.666666667
1607,LOS,7,15,2,8.89E-05,0.666666667
1607,LOS,32,15,2,8.89E-05,0.666666667
1607,LOS,19,15,2,8.89E-05,0.666666667
1607,LOS,828,15,2,8.89E-05,0.666666667
1607,LOS,12,15,2,8.89E-05,0.666666667
1607,LOS,823,15,2,8.89E-05,0.666666667
1607,LOS,786,15,2,8.89E-05,0.666666667
1607,LOS,591,15,2,8.89E-05,0.666666667
1607,LOS,13,15,2,8.89E-05,0.666666667
1607,HadPPH,Not Given,15,2,8.89E-05,0.666666667
1607,Facility_ID,M203,15,2,8.89E-05,0.666666667
1607,Facility_ID,M206,15,2,8.89E-05,0.666666667
804,SRG_Desc,13 Dermatology,41,1,0.000242938,0
804,SRG_Desc,25 Rheumatology,41,1,0.000242938,0
804,SRG_Desc,73 Qualified Neonate,41,1,0.000242938,0
804,SRG_Desc,26 Pain Management,41,1,0.000242938,0
804,SRG_Desc,14 Endocrinology,41,1,0.000242938,0
804,SRG_Desc,18 Immunology and Infections,41,1,0.000242938,0
804,SRG_Desc,22 Renal Medicine,41,1,0.000242938,0
804,SRG_Desc,62 Extensive Burns,41,1,0.000242938,0
804,SRG_Desc,43 Colorectal Surgery,41,1,0.000242938,0
804,SRG_Desc,99 Unallocated,41,1,0.000242938,0
804,Age,38,41,1,0.000242938,0
804,Age,29,41,1,0.000242938,0
804,Age,37,41,1,0.000242938,0
804,Age,33,41,1,0.000242938,0
804,Age,21,41,1,0.000242938,0
804,Age,17,41,1,0.000242938,0
804,Age,5,41,1,0.000242938,0
804,Age,6,41,1,0.000242938,0
804,Age,2,41,1,0.000242938,0
804,Age,34,41,1,0.000242938,0
804,Age,12,41,1,0.000242938,0
804,Age,44,41,1,0.000242938,0
804,Age,60,41,1,0.000242938,0
804,Age,7,41,1,0.000242938,0
804,Age,1,41,1,0.000242938,0
804,Age,26,41,1,0.000242938,0
804,Age,8,41,1,0.000242938,0
804,Age,9,41,1,0.000242938,0
804,Age,3,41,1,0.000242938,0
804,Age,24,41,1,0.000242938,0
804,LOS,2,41,1,0.000242938,0
804,LOS,4,41,1,0.000242938,0
804,LOS,36,41,1,0.000242938,0
804,LOS,1157,41,1,0.000242938,0
804,LOS,116,41,1,0.000242938,0
804,LOS,37,41,1,0.000242938,0
804,LOS,120,41,1,0.000242938,0
804,LOS,3,41,1,0.000242938,0
804,LOS,1263,41,1,0.000242938,0
804,LOS,1100,41,1,0.000242938,0
804,LOS,129,41,1,0.000242938,0
804,LOS,1286,41,1,0.000242938,0
804,LOS,1118,41,1,0.000242938,0
804,LOS,19,41,1,0.000242938,0
804,LOS,50,41,1,0.000242938,0
804,LOS,47,41,1,0.000242938,0
804,LOS,112,41,1,0.000242938,0
804,LOS,111,41,1,0.000242938,0
804,LOS,18,41,1,0.000242938,0
804,LOS,39,41,1,0.000242938,0
804,LOS,13,41,1,0.000242938,0
804,LOS,12,41,1,0.000242938,0
804,LOS,21,41,1,0.000242938,0
804,LOS,93,41,1,0.000242938,0
804,LOS,151,41,1,0.000242938,0
804,LOS,11,41,1,0.000242938,0
804,LOS,2273,41,1,0.000242938,0
804,LOS,2565,41,1,0.000242938,0
804,LOS,20,41,1,0.000242938,0
804,LOS,133,41,1,0.000242938,0
804,LOS,40,41,1,0.000242938,0
804,LOS,48,41,1,0.000242938,0
804,LOS,46,41,1,0.000242938,0
804,LOS,14,41,1,0.000242938,0
804,LOS,109,41,1,0.000242938,0
804,LOS,487,41,1,0.000242938,0
804,LOS,159,41,1,0.000242938,0
804,LOS,856,41,1,0.000242938,0
804,LOS,78,41,1,0.000242938,0
804,LOS,79,41,1,0.000242938,0
804,LOS,169,41,1,0.000242938,0
804,LOS,51,41,1,0.000242938,0
804,LOS,1292,41,1,0.000242938,0
804,LOS,22,41,1,0.000242938,0
804,LOS,87,41,1,0.000242938,0
804,LOS,95,41,1,0.000242938,0
804,LOS,167,41,1,0.000242938,0
804,LOS,105,41,1,0.000242938,0
804,LOS,5,41,1,0.000242938,0
804,LOS,591,41,1,0.000242938,0
804,LOS,134,41,1,0.000242938,0
804,LOS,786,41,1,0.000242938,0
804,LOS,977,41,1,0.000242938,0
804,LOS,23,41,1,0.000242938,0
804,LOS,80,41,1,0.000242938,0
804,LOS,472,41,1,0.000242938,0
804,LOS,82,41,1,0.000242938,0
804,LOS,97,41,1,0.000242938,0
804,LOS,100,41,1,0.000242938,0
804,LOS,469,41,1,0.000242938,0
804,LOS,232,41,1,0.000242938,0
804,LOS,55,41,1,0.000242938,0
804,LOS,28,41,1,0.000242938,0
804,LOS,56,41,1,0.000242938,0
804,LOS,89,41,1,0.000242938,0
804,LOS,1312,41,1,0.000242938,0
804,LOS,245,41,1,0.000242938,0
804,LOS,1321,41,1,0.000242938,0
804,LOS,962,41,1,0.000242938,0
804,LOS,253,41,1,0.000242938,0
804,LOS,77,41,1,0.000242938,0
804,LOS,229,41,1,0.000242938,0
804,LOS,16,41,1,0.000242938,0
804,LOS,6,41,1,0.000242938,0
804,LOS,246,41,1,0.000242938,0
804,LOS,25,41,1,0.000242938,0
804,LOS,2354,41,1,0.000242938,0
804,LOS,69,41,1,0.000242938,0
804,LOS,1334,41,1,0.000242938,0
804,LOS,224,41,1,0.000242938,0
804,LOS,15,41,1,0.000242938,0
804,LOS,1485,41,1,0.000242938,0
804,LOS,240,41,1,0.000242938,0
804,LOS,10,41,1,0.000242938,0
804,LOS,272,41,1,0.000242938,0
804,LOS,1453,41,1,0.000242938,0
804,LOS,955,41,1,0.000242938,0
804,LOS,102,41,1,0.000242938,0
804,LOS,213,41,1,0.000242938,0
804,LOS,866,41,1,0.000242938,0
804,LOS,1934,41,1,0.000242938,0
804,LOS,946,41,1,0.000242938,0
804,LOS,1985,41,1,0.000242938,0
804,LOS,76,41,1,0.000242938,0
804,LOS,66,41,1,0.000242938,0
804,LOS,214,41,1,0.000242938,0
804,LOS,182,41,1,0.000242938,0
804,LOS,103,41,1,0.000242938,0
804,LOS,27,41,1,0.000242938,0
804,LOS,26,41,1,0.000242938,0
804,LOS,64,41,1,0.000242938,0
804,LOS,440,41,1,0.000242938,0
804,LOS,1355,41,1,0.000242938,0
804,LOS,528,41,1,0.000242938,0
804,LOS,337,41,1,0.000242938,0
804,LOS,17,41,1,0.000242938,0
804,LOS,1555,41,1,0.000242938,0
804,LOS,75,41,1,0.000242938,0
804,LOS,72,41,1,0.000242938,0
804,LOS,1706,41,1,0.000242938,0
804,LOS,823,41,1,0.000242938,0
804,LOS,8,41,1,0.000242938,0
804,LOS,32,41,1,0.000242938,0
804,LOS,33,41,1,0.000242938,0
804,LOS,35,41,1,0.000242938,0
804,LOS,7,41,1,0.000242938,0
804,LOS,31,41,1,0.000242938,0
804,LOS,9,41,1,0.000242938,0
804,LOS,62,41,1,0.000242938,0
804,LOS,452,41,1,0.000242938,0
804,LOS,58,41,1,0.000242938,0
804,LOS,29,41,1,0.000242938,0
804,LOS,573,41,1,0.000242938,0
804,LOS,71,41,1,0.000242938,0
804,LOS,59,41,1,0.000242938,0
804,LOS,562,41,1,0.000242938,0
804,LOS,57,41,1,0.000242938,0
804,LOS,538,41,1,0.000242938,0
804,LOS,527,41,1,0.000242938,0
804,LOS,547,41,1,0.000242938,0
804,LOS,828,41,1,0.000242938,0
804,LOS,402,41,1,0.000242938,0
804,LOS,434,41,1,0.000242938,0
804,LOS,343,41,1,0.000242938,0
804,LOS,492,41,1,0.000242938,0
804,LOS,274,41,1,0.000242938,0
804,LOS,410,41,1,0.000242938,0
804,HadPPH,Not Given,41,1,0.000242938,0
804,Facility_ID,R216,41,1,0.000242938,0
804,Facility_ID,R206,41,1,0.000242938,0
804,Facility_ID,R205,41,1,0.000242938,0
804,Facility_ID,R218,41,1,0.000242938,0
804,Facility_ID,R708,41,1,0.000242938,0
804,Facility_ID,L212,41,1,0.000242938,0
804,Facility_ID,M204,41,1,0.000242938,0
804,Facility_ID,M207,41,1,0.000242938,0
804,Facility_ID,N204,41,1,0.000242938,0
804,Facility_ID,L226,41,1,0.000242938,0
804,Facility_ID,M209,41,1,0.000242938,0
804,Facility_ID,M712,41,1,0.000242938,0
804,Facility_ID,R710,41,1,0.000242938,0
804,Facility_ID,M210,41,1,0.000242938,0
1610,SRG_Desc,14 Endocrinology,399,1,0.002364206,0.293233083
1610,SRG_Desc,43 Colorectal Surgery,399,1,0.002364206,0.293233083
1610,SRG_Desc,26 Pain Management,399,1,0.002364206,0.293233083
1610,SRG_Desc,99 Unallocated,399,1,0.002364206,0.293233083
1610,SRG_Desc,18 Immunology and Infections,399,1,0.002364206,0.293233083
1610,SRG_Desc,62 Extensive Burns,399,1,0.002364206,0.293233083
1610,SRG_Desc,25 Rheumatology,399,1,0.002364206,0.293233083
1610,SRG_Desc,73 Qualified Neonate,399,1,0.002364206,0.293233083
1610,SRG_Desc,22 Renal Medicine,399,1,0.002364206,0.293233083
1610,SRG_Desc,13 Dermatology,399,1,0.002364206,0.293233083
1610,Age,67,399,1,0.002364206,0.293233083
1610,Age,42,399,1,0.002364206,0.293233083
1610,Age,55,399,1,0.002364206,0.293233083
1610,Age,70,399,1,0.002364206,0.293233083
1610,Age,36,399,1,0.002364206,0.293233083
1610,Age,66,399,1,0.002364206,0.293233083
1610,Age,25,399,1,0.002364206,0.293233083
1610,Age,31,399,1,0.002364206,0.293233083
1610,Age,54,399,1,0.002364206,0.293233083
1610,Age,23,399,1,0.002364206,0.293233083
1610,Age,43,399,1,0.002364206,0.293233083
1610,Age,0,399,1,0.002364206,0.293233083
1610,Age,20,399,1,0.002364206,0.293233083
1610,Age,52,399,1,0.002364206,0.293233083
1610,Age,49,399,1,0.002364206,0.293233083
1610,Age,48,399,1,0.002364206,0.293233083
1610,Age,59,399,1,0.002364206,0.293233083
1610,Age,18,399,1,0.002364206,0.293233083
1610,Age,19,399,1,0.002364206,0.293233083
1610,Age,51,399,1,0.002364206,0.293233083
1610,Age,64,399,1,0.002364206,0.293233083
1610,Age,89,399,1,0.002364206,0.293233083
1610,Age,45,399,1,0.002364206,0.293233083
1610,LOS,36,399,1,0.002364206,0.293233083
1610,LOS,21,399,1,0.002364206,0.293233083
1610,LOS,3,399,1,0.002364206,0.293233083
1610,LOS,2,399,1,0.002364206,0.293233083
1610,LOS,6,399,1,0.002364206,0.293233083
1610,LOS,12,399,1,0.002364206,0.293233083
1610,LOS,35,399,1,0.002364206,0.293233083
1610,LOS,26,399,1,0.002364206,0.293233083
1610,LOS,5,399,1,0.002364206,0.293233083
1610,LOS,4,399,1,0.002364206,0.293233083
1610,LOS,22,399,1,0.002364206,0.293233083
1610,LOS,25,399,1,0.002364206,0.293233083
1610,LOS,17,399,1,0.002364206,0.293233083
1610,LOS,40,399,1,0.002364206,0.293233083
1610,LOS,19,399,1,0.002364206,0.293233083
1610,LOS,10,399,1,0.002364206,0.293233083
1610,LOS,13,399,1,0.002364206,0.293233083
1610,LOS,7,399,1,0.002364206,0.293233083
1610,LOS,16,399,1,0.002364206,0.293233083
1610,LOS,15,399,1,0.002364206,0.293233083
1610,LOS,51,399,1,0.002364206,0.293233083
1610,LOS,78,399,1,0.002364206,0.293233083
1610,LOS,8,399,1,0.002364206,0.293233083
1610,LOS,11,399,1,0.002364206,0.293233083
1610,HadPPH,Not Given,399,1,0.002364206,0.293233083
1610,Facility_ID,R216,399,1,0.002364206,0.293233083
1610,Facility_ID,R218,399,1,0.002364206,0.293233083
1610,Facility_ID,M204,399,1,0.002364206,0.293233083
1610,Facility_ID,M207,399,1,0.002364206,0.293233083
1610,Facility_ID,R206,399,1,0.002364206,0.293233083
1610,Facility_ID,M210,399,1,0.002364206,0.293233083
1610,Facility_ID,R205,399,1,0.002364206,0.293233083
1610,Facility_ID,R708,399,1,0.002364206,0.293233083
1610,Facility_ID,M209,399,1,0.002364206,0.293233083
1610,Facility_ID,R710,399,1,0.002364206,0.293233083
1610,Facility_ID,L212,399,1,0.002364206,0.293233083
1610,Facility_ID,M712,399,1,0.002364206,0.293233083
1610,Facility_ID,L226,399,1,0.002364206,0.293233083
1610,Facility_ID,N204,399,1,0.002364206,0.293233083
1611,SRG_Desc,26 Pain Management,13,2,7.70E-05,0.769230769
1611,SRG_Desc,18 Immunology and Infections,13,2,7.70E-05,0.769230769
1611,SRG_Desc,14 Endocrinology,13,2,7.70E-05,0.769230769
1611,SRG_Desc,43 Colorectal Surgery,13,2,7.70E-05,0.769230769
1611,SRG_Desc,62 Extensive Burns,13,2,7.70E-05,0.769230769
1611,SRG_Desc,13 Dermatology,13,2,7.70E-05,0.769230769
1611,SRG_Desc,25 Rheumatology,13,2,7.70E-05,0.769230769
1611,SRG_Desc,73 Qualified Neonate,13,2,7.70E-05,0.769230769
1611,SRG_Desc,22 Renal Medicine,13,2,7.70E-05,0.769230769
1611,SRG_Desc,99 Unallocated,13,2,7.70E-05,0.769230769
1611,Age,67,13,2,7.70E-05,0.769230769
1611,Age,70,13,2,7.70E-05,0.769230769
1611,Age,25,13,2,7.70E-05,0.769230769
1611,Age,20,13,2,7.70E-05,0.769230769
1611,Age,66,13,2,7.70E-05,0.769230769
1611,Age,89,13,2,7.70E-05,0.769230769
1611,Age,59,13,2,7.70E-05,0.769230769
1611,Age,64,13,2,7.70E-05,0.769230769
1611,Age,51,13,2,7.70E-05,0.769230769
1611,Age,43,13,2,7.70E-05,0.769230769
1611,Age,36,13,2,7.70E-05,0.769230769
1611,Age,48,13,2,7.70E-05,0.769230769
1611,Age,0,13,2,7.70E-05,0.769230769
1611,Age,19,13,2,7.70E-05,0.769230769
1611,Age,45,13,2,7.70E-05,0.769230769
1611,Age,42,13,2,7.70E-05,0.769230769
1611,Age,55,13,2,7.70E-05,0.769230769
1611,Age,31,13,2,7.70E-05,0.769230769
1611,Age,54,13,2,7.70E-05,0.769230769
1611,Age,23,13,2,7.70E-05,0.769230769
1611,Age,49,13,2,7.70E-05,0.769230769
1611,Age,18,13,2,7.70E-05,0.769230769
1611,Age,52,13,2,7.70E-05,0.769230769
1611,LOS,151,13,2,7.70E-05,0.769230769
1611,LOS,20,13,2,7.70E-05,0.769230769
1611,LOS,14,13,2,7.70E-05,0.769230769
1611,LOS,27,13,2,7.70E-05,0.769230769
1611,LOS,9,13,2,7.70E-05,0.769230769
1611,LOS,56,13,2,7.70E-05,0.769230769
1611,HadPPH,Not Given,13,2,7.70E-05,0.769230769
1611,Facility_ID,N204,13,2,7.70E-05,0.769230769
1611,Facility_ID,L212,13,2,7.70E-05,0.769230769
1611,Facility_ID,M210,13,2,7.70E-05,0.769230769
1611,Facility_ID,M207,13,2,7.70E-05,0.769230769
1611,Facility_ID,M712,13,2,7.70E-05,0.769230769
1611,Facility_ID,R216,13,2,7.70E-05,0.769230769
1611,Facility_ID,L226,13,2,7.70E-05,0.769230769
1611,Facility_ID,R708,13,2,7.70E-05,0.769230769
1611,Facility_ID,R205,13,2,7.70E-05,0.769230769
1611,Facility_ID,R710,13,2,7.70E-05,0.769230769
1611,Facility_ID,R218,13,2,7.70E-05,0.769230769
1611,Facility_ID,R206,13,2,7.70E-05,0.769230769
1611,Facility_ID,M209,13,2,7.70E-05,0.769230769
1611,Facility_ID,M204,13,2,7.70E-05,0.769230769
806,SRG_Desc,27 Non Subspecialty Medicine,376,1,0.002227924,0.329787234
806,SRG_Desc,46 Neurosurgery,376,1,0.002227924,0.329787234
806,SRG_Desc,53 Vascular Surgery,376,1,0.002227924,0.329787234
806,SRG_Desc,12 Interventional Cardiology,376,1,0.002227924,0.329787234
806,SRG_Desc,11 Cardiology,376,1,0.002227924,0.329787234
806,SRG_Desc,52 Urology,376,1,0.002227924,0.329787234
806,SRG_Desc,24 Respiratory Medicine,376,1,0.002227924,0.329787234
806,SRG_Desc,54 Non Subspecialty Surgery,376,1,0.002227924,0.329787234
806,SRG_Desc,21 Neurology,376,1,0.002227924,0.329787234
806,SRG_Desc,15 Gastroenterology,376,1,0.002227924,0.329787234
806,SRG_Desc,86 Palliative Care,376,1,0.002227924,0.329787234
806,Age,25,376,1,0.002227924,0.329787234
806,Age,3,376,1,0.002227924,0.329787234
806,Age,13,376,1,0.002227924,0.329787234
806,Age,2,376,1,0.002227924,0.329787234
806,Age,6,376,1,0.002227924,0.329787234
806,Age,4,376,1,0.002227924,0.329787234
806,Age,1,376,1,0.002227924,0.329787234
806,Age,8,376,1,0.002227924,0.329787234
806,Age,20,376,1,0.002227924,0.329787234
806,Age,42,376,1,0.002227924,0.329787234
806,Age,97,376,1,0.002227924,0.329787234
806,Age,99,376,1,0.002227924,0.329787234
806,Age,31,376,1,0.002227924,0.329787234
806,Age,18,376,1,0.002227924,0.329787234
806,Age,35,376,1,0.002227924,0.329787234
806,Age,30,376,1,0.002227924,0.329787234
806,Age,60,376,1,0.002227924,0.329787234
806,Age,19,376,1,0.002227924,0.329787234
806,Age,55,376,1,0.002227924,0.329787234
806,Age,98,376,1,0.002227924,0.329787234
806,LOS,962,376,1,0.002227924,0.329787234
806,LOS,10,376,1,0.002227924,0.329787234
806,LOS,3,376,1,0.002227924,0.329787234
806,LOS,35,376,1,0.002227924,0.329787234
806,LOS,89,376,1,0.002227924,0.329787234
806,LOS,33,376,1,0.002227924,0.329787234
806,LOS,32,376,1,0.002227924,0.329787234
806,LOS,31,376,1,0.002227924,0.329787234
806,LOS,977,376,1,0.002227924,0.329787234
806,LOS,82,376,1,0.002227924,0.329787234
806,LOS,29,376,1,0.002227924,0.329787234
806,LOS,11,376,1,0.002227924,0.329787234
806,LOS,7,376,1,0.002227924,0.329787234
806,LOS,1555,376,1,0.002227924,0.329787234
806,LOS,214,376,1,0.002227924,0.329787234
806,LOS,856,376,1,0.002227924,0.329787234
806,LOS,946,376,1,0.002227924,0.329787234
806,LOS,8,376,1,0.002227924,0.329787234
806,LOS,50,376,1,0.002227924,0.329787234
806,LOS,87,376,1,0.002227924,0.329787234
806,LOS,786,376,1,0.002227924,0.329787234
806,LOS,2,376,1,0.002227924,0.329787234
806,LOS,1706,376,1,0.002227924,0.329787234
806,LOS,9,376,1,0.002227924,0.329787234
806,LOS,4,376,1,0.002227924,0.329787234
806,LOS,1157,376,1,0.002227924,0.329787234
806,LOS,47,376,1,0.002227924,0.329787234
806,LOS,229,376,1,0.002227924,0.329787234
806,LOS,591,376,1,0.002227924,0.329787234
806,LOS,828,376,1,0.002227924,0.329787234
806,LOS,823,376,1,0.002227924,0.329787234
806,LOS,213,376,1,0.002227924,0.329787234
806,LOS,452,376,1,0.002227924,0.329787234
806,LOS,224,376,1,0.002227924,0.329787234
806,LOS,182,376,1,0.002227924,0.329787234
806,LOS,112,376,1,0.002227924,0.329787234
806,LOS,14,376,1,0.002227924,0.329787234
806,LOS,78,376,1,0.002227924,0.329787234
806,LOS,79,376,1,0.002227924,0.329787234
806,LOS,28,376,1,0.002227924,0.329787234
806,LOS,26,376,1,0.002227924,0.329787234
806,LOS,12,376,1,0.002227924,0.329787234
806,LOS,13,376,1,0.002227924,0.329787234
806,LOS,36,376,1,0.002227924,0.329787234
806,LOS,1934,376,1,0.002227924,0.329787234
806,LOS,80,376,1,0.002227924,0.329787234
806,LOS,573,376,1,0.002227924,0.329787234
806,LOS,562,376,1,0.002227924,0.329787234
806,LOS,100,376,1,0.002227924,0.329787234
806,LOS,116,376,1,0.002227924,0.329787234
806,LOS,955,376,1,0.002227924,0.329787234
806,LOS,1100,376,1,0.002227924,0.329787234
806,LOS,77,376,1,0.002227924,0.329787234
806,LOS,39,376,1,0.002227924,0.329787234
806,LOS,48,376,1,0.002227924,0.329787234
806,LOS,27,376,1,0.002227924,0.329787234
806,LOS,97,376,1,0.002227924,0.329787234
806,LOS,472,376,1,0.002227924,0.329787234
806,LOS,37,376,1,0.002227924,0.329787234
806,LOS,25,376,1,0.002227924,0.329787234
806,LOS,103,376,1,0.002227924,0.329787234
806,LOS,105,376,1,0.002227924,0.329787234
806,LOS,95,376,1,0.002227924,0.329787234
806,LOS,76,376,1,0.002227924,0.329787234
806,LOS,1453,376,1,0.002227924,0.329787234
806,LOS,1485,376,1,0.002227924,0.329787234
806,LOS,1118,376,1,0.002227924,0.329787234
806,LOS,102,376,1,0.002227924,0.329787234
806,LOS,111,376,1,0.002227924,0.329787234
806,LOS,120,376,1,0.002227924,0.329787234
806,LOS,5,376,1,0.002227924,0.329787234
806,LOS,22,376,1,0.002227924,0.329787234
806,LOS,109,376,1,0.002227924,0.329787234
806,LOS,18,376,1,0.002227924,0.329787234
806,LOS,93,376,1,0.002227924,0.329787234
806,LOS,469,376,1,0.002227924,0.329787234
806,LOS,1263,376,1,0.002227924,0.329787234
806,LOS,487,376,1,0.002227924,0.329787234
806,LOS,19,376,1,0.002227924,0.329787234
806,LOS,75,376,1,0.002227924,0.329787234
806,LOS,159,376,1,0.002227924,0.329787234
806,LOS,46,376,1,0.002227924,0.329787234
806,LOS,2565,376,1,0.002227924,0.329787234
806,LOS,547,376,1,0.002227924,0.329787234
806,LOS,245,376,1,0.002227924,0.329787234
806,LOS,134,376,1,0.002227924,0.329787234
806,LOS,21,376,1,0.002227924,0.329787234
806,LOS,2273,376,1,0.002227924,0.329787234
806,LOS,538,376,1,0.002227924,0.329787234
806,LOS,6,376,1,0.002227924,0.329787234
806,LOS,440,376,1,0.002227924,0.329787234
806,LOS,1334,376,1,0.002227924,0.329787234
806,LOS,151,376,1,0.002227924,0.329787234
806,LOS,23,376,1,0.002227924,0.329787234
806,LOS,434,376,1,0.002227924,0.329787234
806,LOS,253,376,1,0.002227924,0.329787234
806,LOS,1355,376,1,0.002227924,0.329787234
806,LOS,866,376,1,0.002227924,0.329787234
806,LOS,1286,376,1,0.002227924,0.329787234
806,LOS,40,376,1,0.002227924,0.329787234
806,LOS,20,376,1,0.002227924,0.329787234
806,LOS,1985,376,1,0.002227924,0.329787234
806,LOS,528,376,1,0.002227924,0.329787234
806,LOS,1321,376,1,0.002227924,0.329787234
806,LOS,2354,376,1,0.002227924,0.329787234
806,LOS,232,376,1,0.002227924,0.329787234
806,LOS,169,376,1,0.002227924,0.329787234
806,LOS,17,376,1,0.002227924,0.329787234
806,LOS,16,376,1,0.002227924,0.329787234
806,LOS,129,376,1,0.002227924,0.329787234
806,LOS,133,376,1,0.002227924,0.329787234
806,LOS,1292,376,1,0.002227924,0.329787234
806,LOS,1312,376,1,0.002227924,0.329787234
806,LOS,410,376,1,0.002227924,0.329787234
806,LOS,167,376,1,0.002227924,0.329787234
806,LOS,15,376,1,0.002227924,0.329787234
806,LOS,492,376,1,0.002227924,0.329787234
806,LOS,343,376,1,0.002227924,0.329787234
806,LOS,69,376,1,0.002227924,0.329787234
806,LOS,57,376,1,0.002227924,0.329787234
806,LOS,527,376,1,0.002227924,0.329787234
806,LOS,246,376,1,0.002227924,0.329787234
806,LOS,272,376,1,0.002227924,0.329787234
806,LOS,240,376,1,0.002227924,0.329787234
806,LOS,402,376,1,0.002227924,0.329787234
806,LOS,62,376,1,0.002227924,0.329787234
806,LOS,71,376,1,0.002227924,0.329787234
806,LOS,72,376,1,0.002227924,0.329787234
806,LOS,337,376,1,0.002227924,0.329787234
806,LOS,66,376,1,0.002227924,0.329787234
806,LOS,274,376,1,0.002227924,0.329787234
806,LOS,64,376,1,0.002227924,0.329787234
806,LOS,55,376,1,0.002227924,0.329787234
806,LOS,59,376,1,0.002227924,0.329787234
806,LOS,56,376,1,0.002227924,0.329787234
806,LOS,51,376,1,0.002227924,0.329787234
806,LOS,58,376,1,0.002227924,0.329787234
806,HadPPH,Not Given,376,1,0.002227924,0.329787234
806,Facility_ID,R218,376,1,0.002227924,0.329787234
806,Facility_ID,M712,376,1,0.002227924,0.329787234
806,Facility_ID,R710,376,1,0.002227924,0.329787234
806,Facility_ID,L226,376,1,0.002227924,0.329787234
806,Facility_ID,M204,376,1,0.002227924,0.329787234
806,Facility_ID,R708,376,1,0.002227924,0.329787234
806,Facility_ID,R205,376,1,0.002227924,0.329787234
806,Facility_ID,R206,376,1,0.002227924,0.329787234
806,Facility_ID,M209,376,1,0.002227924,0.329787234
806,Facility_ID,R216,376,1,0.002227924,0.329787234
806,Facility_ID,L212,376,1,0.002227924,0.329787234
806,Facility_ID,M207,376,1,0.002227924,0.329787234
806,Facility_ID,M210,376,1,0.002227924,0.329787234
806,Facility_ID,N204,376,1,0.002227924,0.329787234
1614,SRG_Desc,15 Gastroenterology,960,1,0.005688316,0.433333333
1614,SRG_Desc,11 Cardiology,960,1,0.005688316,0.433333333
1614,SRG_Desc,21 Neurology,960,1,0.005688316,0.433333333
1614,SRG_Desc,12 Interventional Cardiology,960,1,0.005688316,0.433333333
1614,SRG_Desc,27 Non Subspecialty Medicine,960,1,0.005688316,0.433333333
